id,typ,upplåtelseform,pris,avgift,rum,boyta,kvadratmeterpris,område,stad,adress,lat,lon,tillgänglig,created_at,valuta,boyta_enhet,pris_per_kvm
916,hus,köpa,8407402,4322,5,100,84074,Kungsholmen,Stockholm,Strandvägen 84,59.33026,18.02799,False,2025-05-30,SEK,m²,84074.0
917,lägenhet,hyra,6728,0,2,42,0,Spånga,Stockholm,Lindvägen 59,59.37969,17.90186,True,2025-06-05,SEK,m²,160.0
918,lägenhet,hyra,6888,0,3,57,0,Sundbyberg,Stockholm,Skolvägen 63,59.36005,17.96826,True,2026-02-18,SEK,m²,121.0
919,hus,köpa,1847088,1765,2,46,40154,Limhamn,Malmö,Storgatan 50,55.59142,12.92414,True,2025-12-11,SEK,m²,40154.0
920,hus,köpa,9994054,2332,4,100,99940,Lidingö,Stockholm,Strandvägen 33,59.37377,18.14759,True,2025-12-20,SEK,m²,99941.0
921,lägenhet,hyra,21470,0,6,168,0,Västra Hamnen,Malmö,Drottninggatan 11,55.61481,12.96975,False,2026-01-04,SEK,m²,128.0
922,lägenhet,köpa,11299786,7860,6,150,75331,Hisingen,Göteborg,Kungsgatan 73,57.73156,11.89885,True,2025-05-20,SEK,m²,75332.0
923,hus,köpa,1959735,3421,2,40,48993,Västra Hamnen,Malmö,Drottninggatan 10,55.61257,12.98163,False,2025-05-07,SEK,m²,48993.0
924,lägenhet,köpa,2690413,4517,3,60,44840,Limhamn,Malmö,Skolvägen 51,55.59599,12.93533,True,2026-01-23,SEK,m²,44840.0
925,lägenhet,köpa,920413,1547,1,23,40017,Limhamn,Malmö,Drottninggatan 60,55.57926,12.92498,False,2025-06-23,SEK,m²,40018.0
926,hus,hyra,4734,0,2,38,0,Farsta,Stockholm,Lindvägen 19,59.24206,18.0957,True,2025-09-16,SEK,m²,125.0
927,hus,köpa,5050297,3260,4,84,60122,Linnéstaden,Göteborg,Parkvägen 79,57.6877,11.94833,True,2025-04-18,SEK,m²,60123.0
928,lägenhet,köpa,1923789,2093,2,38,50626,Majorna,Göteborg,Parkvägen 14,57.70573,11.92681,False,2025-11-01,SEK,m²,50626.0
929,hus,köpa,8644284,3069,3,84,102908,Södermalm,Stockholm,Kyrkogatan 114,59.31688,18.06419,False,2025-09-12,SEK,m²,102908.0
930,lägenhet,hyra,3474,0,1,22,0,Majorna,Göteborg,Skolvägen 77,57.69498,11.92428,True,2026-01-21,SEK,m²,158.0
931,hus,köpa,4061729,1845,3,69,58865,Majorna,Göteborg,Björkgatan 73,57.70569,11.94193,True,2025-04-21,SEK,m²,58866.0
932,hus,köpa,2778648,1988,3,54,51456,Västra Hamnen,Malmö,Storgatan 115,55.61666,12.96975,True,2026-03-15,SEK,m²,51456.0
933,lägenhet,hyra,11929,0,3,78,0,Spånga,Stockholm,Parkvägen 1,59.38519,17.91002,True,2025-09-07,SEK,m²,153.0
934,lägenhet,köpa,6947072,7244,6,156,44532,Västra Hamnen,Malmö,Kungsgatan 80,55.60633,12.98149,True,2025-08-14,SEK,m²,44533.0
935,lägenhet,köpa,3191238,4375,5,95,33591,Hyllie,Malmö,Parkvägen 51,55.55759,12.9719,True,2026-02-12,SEK,m²,33592.0
936,hus,köpa,7799212,2527,6,150,51994,Limhamn,Malmö,Kyrkogatan 24,55.59139,12.93923,True,2025-06-03,SEK,m²,51995.0
937,hus,köpa,3304755,2185,2,56,59013,Majorna,Göteborg,Hornsgatan 7,57.70887,11.93028,True,2026-02-26,SEK,m²,59013.0
938,lägenhet,köpa,4530169,5008,3,81,55928,Majorna,Göteborg,Drottninggatan 65,57.69693,11.93199,True,2025-10-14,SEK,m²,55928.0
939,lägenhet,hyra,3265,0,1,27,0,Linnéstaden,Göteborg,Lindvägen 57,57.69668,11.96091,True,2025-11-08,SEK,m²,121.0
940,hus,köpa,8393398,2270,6,132,63586,Hisingen,Göteborg,Bergsgatan 64,57.72012,11.89564,False,2025-10-01,SEK,m²,63586.0
941,hus,köpa,2001113,4338,2,42,47645,Limhamn,Malmö,Kungsgatan 4,55.59337,12.92749,True,2026-01-04,SEK,m²,47646.0
942,lägenhet,köpa,5237040,5221,4,112,46759,Centrum,Göteborg,Sveavägen 8,57.71319,11.97312,True,2025-05-27,SEK,m²,46759.0
943,lägenhet,köpa,3419123,7949,5,110,31082,Hyllie,Malmö,Bergsgatan 40,55.56563,12.98433,True,2026-01-23,SEK,m²,31083.0
944,lägenhet,hyra,4375,0,1,26,0,Västra Hamnen,Malmö,Björkgatan 70,55.60562,12.96649,True,2025-09-28,SEK,m²,168.0
945,lägenhet,köpa,16065012,8814,6,156,102980,Farsta,Stockholm,Bergsgatan 29,59.23477,18.10194,True,2026-03-10,SEK,m²,102981.0
946,hus,köpa,1460043,2300,1,21,69525,Majorna,Göteborg,Skolvägen 97,57.70392,11.93682,True,2025-08-30,SEK,m²,69526.0
947,lägenhet,köpa,10918187,5888,4,100,109181,Farsta,Stockholm,Parkvägen 94,59.24815,18.097,True,2025-07-12,SEK,m²,109182.0
948,lägenhet,köpa,2415537,5083,4,72,33549,Rosengård,Malmö,Storgatan 7,55.58748,13.02751,True,2026-03-15,SEK,m²,33549.0
949,lägenhet,köpa,3469791,3532,4,76,45655,Linnéstaden,Göteborg,Sveavägen 101,57.70386,11.95532,True,2025-05-22,SEK,m²,45655.0
950,hus,köpa,7669771,1771,5,130,58998,Centrum,Göteborg,Kyrkogatan 99,57.70641,11.97183,False,2025-12-11,SEK,m²,58998.0
951,hus,köpa,574315,4429,1,18,31906,Rosengård,Malmö,Skolvägen 107,55.59951,13.03655,True,2026-01-03,SEK,m²,31906.0
952,hus,köpa,2439898,2101,4,76,32103,Västra Hamnen,Malmö,Kyrkogatan 62,55.61679,12.96887,True,2025-07-15,SEK,m²,32104.0
953,lägenhet,köpa,791801,1487,1,25,31672,Västra Hamnen,Malmö,Kungsgatan 95,55.61384,12.96819,True,2025-08-04,SEK,m²,31672.0
954,hus,köpa,7711880,4346,5,95,81177,Sundbyberg,Stockholm,Kungsgatan 97,59.36864,17.96358,True,2026-02-17,SEK,m²,81178.0
955,lägenhet,hyra,17368,0,5,110,0,Linnéstaden,Göteborg,Hornsgatan 12,57.69743,11.94357,True,2026-03-03,SEK,m²,158.0
956,hus,köpa,4531531,3092,2,56,80920,Nacka,Stockholm,Storgatan 40,59.30713,18.15866,True,2025-06-22,SEK,m²,80920.0
957,hus,köpa,2978510,3658,3,54,55157,Linnéstaden,Göteborg,Storgatan 70,57.69583,11.95819,True,2025-05-14,SEK,m²,55158.0
958,hus,köpa,996199,2036,1,22,45281,Hyllie,Malmö,Hornsgatan 15,55.56502,12.96858,True,2025-07-05,SEK,m²,45282.0
959,hus,köpa,8392171,1887,6,162,51803,Rosengård,Malmö,Bergsgatan 47,55.5993,13.03664,True,2025-11-24,SEK,m²,51804.0
960,lägenhet,köpa,1130363,1628,1,21,53826,Centrum,Göteborg,Kungsgatan 109,57.70849,11.96999,True,2025-09-14,SEK,m²,53827.0
961,hus,köpa,1460328,4422,2,38,38429,Rosengård,Malmö,Björkgatan 27,55.59172,13.02861,True,2025-07-29,SEK,m²,38430.0
962,lägenhet,hyra,8083,0,3,54,0,Hisingen,Göteborg,Bergsgatan 36,57.72056,11.89064,False,2025-07-02,SEK,m²,150.0
963,lägenhet,hyra,16668,0,5,100,0,Farsta,Stockholm,Strandvägen 29,59.23839,18.09221,True,2025-05-26,SEK,m²,167.0
964,hus,köpa,7557124,2543,5,125,60456,Hisingen,Göteborg,Parkvägen 92,57.73314,11.90654,False,2025-06-29,SEK,m²,60457.0
965,lägenhet,köpa,8384740,8332,4,112,74863,Centrum,Göteborg,Björkgatan 51,57.70139,11.98081,False,2025-04-27,SEK,m²,74864.0
966,lägenhet,köpa,4157852,6384,4,92,45194,Centrum,Göteborg,Storgatan 113,57.70062,11.98228,True,2026-02-22,SEK,m²,45194.0
967,hus,köpa,6743125,3250,4,88,76626,Hisingen,Göteborg,Sveavägen 87,57.73095,11.8912,False,2025-06-23,SEK,m²,76626.0
968,lägenhet,köpa,7193208,8323,6,126,57088,Centrum,Göteborg,Storgatan 104,57.70256,11.96849,True,2025-06-27,SEK,m²,57089.0
969,lägenhet,köpa,5696885,5823,4,104,54777,Majorna,Göteborg,Skolvägen 18,57.68943,11.93107,False,2025-12-21,SEK,m²,54778.0
970,lägenhet,hyra,9395,0,3,75,0,Limhamn,Malmö,Bergsgatan 18,55.59308,12.92064,True,2025-04-28,SEK,m²,125.0
971,hus,hyra,7500,0,2,48,0,Hägersten,Stockholm,Parkvägen 35,59.31143,17.99593,True,2025-04-10,SEK,m²,156.0
972,hus,köpa,1893024,3168,2,40,47325,Limhamn,Malmö,Bergsgatan 57,55.58151,12.92069,False,2025-04-30,SEK,m²,47326.0
973,lägenhet,hyra,5047,0,2,36,0,Spånga,Stockholm,Lindvägen 96,59.38325,17.90148,True,2026-01-31,SEK,m²,140.0
974,hus,köpa,7794919,2208,4,108,72175,Hisingen,Göteborg,Lindvägen 16,57.7307,11.90842,True,2025-09-29,SEK,m²,72175.0
975,lägenhet,köpa,8703604,9364,5,130,66950,Hisingen,Göteborg,Bergsgatan 48,57.72078,11.90672,True,2025-05-20,SEK,m²,66951.0
976,lägenhet,köpa,7693139,6706,4,100,76931,Kungsholmen,Stockholm,Björkgatan 119,59.32653,18.03085,True,2026-02-22,SEK,m²,76931.0
977,hus,köpa,5212513,4460,6,150,34750,Hyllie,Malmö,Skolvägen 75,55.5613,12.98468,False,2025-08-11,SEK,m²,34750.0
978,lägenhet,hyra,18180,0,5,120,0,Majorna,Göteborg,Lindvägen 109,57.70061,11.93465,True,2025-06-27,SEK,m²,152.0
979,hus,köpa,12937749,2961,4,100,129377,Lidingö,Stockholm,Björkgatan 88,59.37457,18.1426,True,2026-02-17,SEK,m²,129377.0
980,hus,köpa,15847863,3344,5,130,121906,Östermalm,Stockholm,Hornsgatan 17,59.33803,18.07396,True,2026-01-19,SEK,m²,121907.0
981,hus,köpa,8271643,2335,6,156,53023,Centrum,Göteborg,Björkgatan 87,57.70664,11.96505,False,2025-09-22,SEK,m²,53023.0
982,lägenhet,hyra,21110,0,6,126,0,Södermalm,Stockholm,Kungsgatan 80,59.31709,18.07535,False,2025-05-22,SEK,m²,168.0
983,lägenhet,köpa,2561995,3371,3,57,44947,Centrum,Göteborg,Skolvägen 6,57.70723,11.97615,True,2025-10-25,SEK,m²,44947.0
984,hus,köpa,7592074,4260,6,156,48667,Hyllie,Malmö,Kungsgatan 40,55.56958,12.98436,True,2026-01-11,SEK,m²,48667.0
985,hus,hyra,10294,0,3,75,0,Hyllie,Malmö,Skolvägen 5,55.5614,12.9785,True,2025-09-06,SEK,m²,137.0
986,lägenhet,köpa,10619673,10392,6,162,65553,Hisingen,Göteborg,Sveavägen 79,57.72268,11.90878,True,2025-04-18,SEK,m²,65554.0
987,hus,köpa,6020584,3447,6,114,52812,Hyllie,Malmö,Sveavägen 9,55.55492,12.98098,True,2026-01-13,SEK,m²,52812.0
988,hus,köpa,5009539,3498,6,126,39758,Hyllie,Malmö,Drottninggatan 40,55.55533,12.96936,True,2025-04-23,SEK,m²,39758.0
989,hus,köpa,3509364,1840,2,50,70187,Majorna,Göteborg,Sveavägen 43,57.70562,11.92943,False,2026-01-21,SEK,m²,70187.0
990,lägenhet,hyra,20562,0,6,156,0,Nacka,Stockholm,Storgatan 100,59.3093,18.15764,True,2025-09-19,SEK,m²,132.0
991,hus,köpa,5029234,4076,4,112,44903,Linnéstaden,Göteborg,Skolvägen 12,57.69469,11.95875,True,2025-05-16,SEK,m²,44904.0
992,hus,köpa,4613874,4023,3,63,73236,Majorna,Göteborg,Drottninggatan 113,57.69069,11.9303,True,2025-07-24,SEK,m²,73236.0
993,lägenhet,hyra,3327,0,1,25,0,Kungsholmen,Stockholm,Kungsgatan 115,59.33495,18.02676,True,2025-11-20,SEK,m²,133.0
994,hus,köpa,4136414,2182,2,40,103410,Lidingö,Stockholm,Lindvägen 70,59.36432,18.14577,True,2025-12-16,SEK,m²,103410.0
995,lägenhet,hyra,13237,0,5,110,0,Kungsholmen,Stockholm,Drottninggatan 43,59.33041,18.02316,True,2025-04-30,SEK,m²,120.0
996,lägenhet,hyra,21248,0,5,125,0,Centrum,Göteborg,Kyrkogatan 86,57.71343,11.97619,True,2025-08-17,SEK,m²,170.0
997,lägenhet,hyra,3488,0,1,25,0,Rosengård,Malmö,Parkvägen 13,55.58864,13.04006,True,2025-10-11,SEK,m²,140.0
998,lägenhet,köpa,1825838,1850,1,24,76076,Hisingen,Göteborg,Sveavägen 95,57.73627,11.89445,True,2026-01-18,SEK,m²,76077.0
999,lägenhet,köpa,6952963,8226,6,144,48284,Hyllie,Malmö,Bergsgatan 97,55.55269,12.96671,False,2025-10-17,SEK,m²,48284.0
1000,hus,köpa,4637145,3304,3,54,85873,Sundbyberg,Stockholm,Björkgatan 104,59.35543,17.97653,True,2025-11-30,SEK,m²,85873.0
